name,object,n,extracted_version,content
andreas-koukorinis/gaelvaroquaux.github.io,fetch_nyu_rest,3,,python
andreas-koukorinis/gaelvaroquaux.github.io,fetch_haxby,15,,python
andreas-koukorinis/gaelvaroquaux.github.io,smooth_img,4,,python
andreas-koukorinis/gaelvaroquaux.github.io,plot_epi,10,,python
andreas-koukorinis/gaelvaroquaux.github.io,plot_roi,23,,python
andreas-koukorinis/gaelvaroquaux.github.io,fetch_localizer_calculation_task,2,,python
andreas-koukorinis/gaelvaroquaux.github.io,plot_anat,11,,python
andreas-koukorinis/gaelvaroquaux.github.io,GroupSparseCovarianceCV,5,,python
andreas-koukorinis/gaelvaroquaux.github.io,resample_img,15,,python
andreas-koukorinis/gaelvaroquaux.github.io,NiftiMapsMasker,3,,python
andreas-koukorinis/gaelvaroquaux.github.io,generate_group_sparse_gaussian_graphs,3,,python
andreas-koukorinis/gaelvaroquaux.github.io,compute_epi_mask,3,,python
andreas-koukorinis/gaelvaroquaux.github.io,apply_mask,3,,python
andreas-koukorinis/gaelvaroquaux.github.io,fetch_harvard_oxford,3,,python
andreas-koukorinis/gaelvaroquaux.github.io,NiftiLabelsMasker,4,,python
andreas-koukorinis/gaelvaroquaux.github.io,fetch_localizer_contrasts,9,,python
andreas-koukorinis/gaelvaroquaux.github.io,plot_glass_brain,7,,python
andreas-koukorinis/gaelvaroquaux.github.io,CanICA,2,,python
KamalakerDadi/DiFuMo_analysis_scripts,_get_dataset_dir,4,,python
KamalakerDadi/DiFuMo_analysis_scripts,_fetch_files,6,,python
KamalakerDadi/DiFuMo_analysis_scripts,MultiNiftiMasker,3,,python
KamalakerDadi/DiFuMo_analysis_scripts,plot_stat_map,1,,python
KamalakerDadi/DiFuMo_analysis_scripts,NiftiMasker,5,,python
KamalakerDadi/DiFuMo_analysis_scripts,check_niimg,2,,python
KamalakerDadi/DiFuMo_analysis_scripts,fetch_atlas_basc_multiscale_2015,1,,python
KamalakerDadi/DiFuMo_analysis_scripts,fetch_neurovault,2,,python
KamalakerDadi/DiFuMo_analysis_scripts,load_img,3,,python
KamalakerDadi/DiFuMo_analysis_scripts,_check_same_fov,2,,python
KamalakerDadi/DiFuMo_analysis_scripts,resample_to_img,1,,python
KamalakerDadi/DiFuMo_analysis_scripts,fetch_icbm152_2009,2,,python
KamalakerDadi/DiFuMo_analysis_scripts,NiftiMapsMasker,3,,python
KamalakerDadi/DiFuMo_analysis_scripts,_basestring,2,,python
KamalakerDadi/DiFuMo_analysis_scripts,check_niimg_4d,2,,python
KamalakerDadi/DiFuMo_analysis_scripts,check_niimg_3d,1,,python
KamalakerDadi/DiFuMo_analysis_scripts,resample_img,1,,python
KamalakerDadi/DiFuMo_analysis_scripts,high_variance_confounds,1,,python
KamalakerDadi/DiFuMo_analysis_scripts,fetch_abide_pcp,1,,python
KamalakerDadi/DiFuMo_analysis_scripts,fetch_icbm152_brain_gm_mask,1,,python
KamalakerDadi/DiFuMo_analysis_scripts,ConnectivityMeasure,1,,python
luharukas/SIH-2022-Depression-detection,mean_img,1,,notebook
luharukas/SIH-2022-Depression-detection,view_img,1,,notebook
luharukas/SIH-2022-Depression-detection,smooth_img,1,,notebook
luharukas/SIH-2022-Depression-detection,plot_epi,1,,notebook
luharukas/SIH-2022-Depression-detection,resample_img,2,,notebook
lighthall-lab/nipype-legacy,input_spec,1,,python
lighthall-lab/nipype-legacy,output_spec,1,,python
lighthall-lab/nipype-legacy,concat_imgs,1,,python
lighthall-lab/nipype-legacy,NiftiLabelsMasker,2,,python
lighthall-lab/nipype-legacy,iter_img,1,,python
lighthall-lab/nipype-legacy,NiftiMapsMasker,2,,python
hoonseo0409/enrichment_static_dynamic,fetch_atlas_aal,2,0.0.0,python
hoonseo0409/enrichment_static_dynamic,math_img,6,0.0.0,python
hoonseo0409/enrichment_static_dynamic,smooth_img,2,0.0.0,python
hoonseo0409/enrichment_static_dynamic,plot_glass_brain,4,0.0.0,python
hoonseo0409/enrichment_static_dynamic,show,2,0.0.0,python
hoonseo0409/enrichment_static_dynamic,fetch_atlas_harvard_oxford,1,0.0.0,python
hoonseo0409/enrichment_static_dynamic,fetch_atlas_talairach,1,0.0.0,python
hoonseo0409/enrichment_static_dynamic,resample_img,4,0.0.0,python
juaml/juni-farm,butterworth,1,,python
juaml/JALE,plot_stat_map,1,0.10.4,python
juaml/junifer,ConnectivityMeasure,3,0.0.0,python
juaml/junifer,standardize_signal,1,0.0.0,python
juaml/junifer,cov_to_corr,1,0.0.0,python
juaml/junifer,prec_to_partial,1,0.0.0,python
juaml/junifer,sym_matrix_to_vec,2,0.0.0,python
juaml/junifer,clean,1,0.0.0,python
juaml/junifer,load_mask_img,2,0.0.0,python
juaml/junifer,check_niimg_3d,1,0.0.0,python
juaml/junifer,resample_img,1,0.0.0,python
juaml/junifer,apply_mask_fmri,1,0.0.0,python
juaml/junifer,safe_get_data,3,0.0.0,python
juaml/junifer,resampling,2,0.0.0,python
juaml/junifer,check_niimg_4d,2,0.0.0,python
juaml/junifer,img_data_dtype,1,0.0.0,python
juaml/junifer,NiftiSpheresMasker,8,0.0.0,python
juaml/junifer,get_params,1,0.0.0,python
juaml/junifer,_filter_and_extract,1,0.0.0,python
juaml/junifer,get_data,2,0.0.0,python
juaml/junifer,generate_random_img,3,0.0.0,python
juaml/junifer,data_gen,3,0.0.0,python
juaml/junifer,generate_signals,1,0.0.0,python
juaml/junifer,resample_to_img,10,0.0.0,python
juaml/junifer,compute_background_mask,2,0.0.0,python
juaml/junifer,compute_epi_mask,2,0.0.0,python
juaml/junifer,intersect_masks,2,0.0.0,python
juaml/junifer,new_img_like,19,0.0.0,python
juaml/junifer,math_img,9,0.0.0,python
juaml/junifer,smooth_img,1,0.0.0,python
juaml/junifer,_load_scrub,1,0.0.0,python
juaml/junifer,prepare_output,2,0.0.0,python
juaml/junifer,clean_img,1,0.0.0,python
juaml/junifer,DimensionError,1,0.0.0,python
juaml/junifer,NiftiLabelsMasker,8,0.0.0,python
juaml/junifer,compute_brain_mask,3,0.0.0,python
juaml/junifer,NiftiMasker,2,0.0.0,python
juaml/junifer,fetch_oasis_vbm,1,0.0.0,python
juaml/junifer,fetch_spm_auditory,1,0.0.0,python
juaml/junifer,concat_imgs,2,0.0.0,python
juaml/junifer,fetch_development_fmri,1,0.0.0,python
Praveen-Prabhu/Alzheimer-Detection-From-3D-Brain-MRI-Data-Using-Deep-CNN,fetch_oasis_vbm,2,,notebook
Praveen-Prabhu/Alzheimer-Detection-From-3D-Brain-MRI-Data-Using-Deep-CNN,smooth_img,2,,notebook
brainhack101/introML-book,fetch_atlas_basc_multiscale_2015,2,0.0.0,notebook
brainhack101/introML-book,NiftiLabelsMasker,2,0.0.0,notebook
brainhack101/introML-book,ConnectivityMeasure,3,0.0.0,notebook
brainhack101/introML-book,plot_matrix,3,0.0.0,notebook
brainhack101/introML-book,find_parcellation_cut_coords,2,0.0.0,notebook
brainhack101/introML-book,plot_connectome,2,0.0.0,notebook
brainhack101/introML-book,view_connectome,2,0.0.0,notebook
brainhack101/introML-book,MNI152_FILE_PATH,3,0.0.0,notebook
brainhack101/introML-book,plot_img,2,0.0.0,notebook
brainhack101/introML-book,smooth_img,1,0.0.0,notebook
brainhack101/introML-book,view_img,1,0.0.0,notebook
brainhack101/introML-book,mean_img,1,0.0.0,notebook
brainhack101/introML-book,load_mni152_brain_mask,1,0.0.0,notebook
brainhack101/introML-book,plot_roi,2,0.0.0,notebook
brainhack101/introML-book,NiftiMasker,1,0.0.0,notebook
brainhack101/IntroDL,plot_glass_brain,3,,notebook
brainhack101/introML,fetch_atlas_basc_multiscale_2015,3,0.0.0,notebook
brainhack101/introML,NiftiLabelsMasker,3,0.0.0,notebook
brainhack101/introML,ConnectivityMeasure,4,0.0.0,notebook
brainhack101/introML,plot_matrix,4,0.0.0,notebook
brainhack101/introML,find_parcellation_cut_coords,3,0.0.0,notebook
brainhack101/introML,plot_connectome,4,0.0.0,notebook
brainhack101/introML,view_connectome,3,0.0.0,notebook
brainhack101/introML,MNI152_FILE_PATH,3,0.0.0,notebook
brainhack101/introML,plot_img,2,0.0.0,notebook
brainhack101/introML,smooth_img,1,0.0.0,notebook
brainhack101/introML,plot_epi,1,0.0.0,notebook
brainhack101/introML,view_img,1,0.0.0,notebook
brainhack101/introML,mean_img,1,0.0.0,notebook
brainhack101/introML,load_mni152_brain_mask,1,0.0.0,notebook
brainhack101/introML,plot_roi,2,0.0.0,notebook
brainhack101/introML,NiftiMasker,1,0.0.0,notebook
PaulBautin/tpil_dmri,find_parcellation_cut_coords,8,,python
PaulBautin/tpil_dmri,fetch_atlas_schaefer_2018,6,,python
PaulBautin/tpil_dmri,plot_markers,6,,python
PaulBautin/tpil_dmri,NiftiLabelsMasker,15,,python
PaulBautin/tpil_dmri,fetch_atlas_yeo_2011,3,,python
PaulBautin/tpil_dmri,plot_stat_map,5,,python
PaulBautin/tpil_dmri,plot_matrix,7,,python
PaulBautin/tpil_dmri,plot_glass_brain,1,,python
PaulBautin/tpil_dmri,plot_connectome,3,,python
PaulBautin/tpil_dmri,clean,13,,python
PaulBautin/tpil_dmri,ConnectivityMeasure,4,,python
PaulBautin/tpil_dmri,vol_to_surf,4,,python
PaulBautin/tpil_dmri,load_confounds_strategy,1,,python
PaulBautin/neuroimaging_scripts,plot_matrix,19,,python
PaulBautin/neuroimaging_scripts,show,11,,python
MarkusMartinMueller/ML_in_MIP,resample_img,1,,python
Tijmen212/Ovis-aries-BET-pipeline,plot_anat,3,0.10.4,notebook
Tijmen212/Ovis-aries-BET-pipeline,view_img,2,0.10.4,notebook
Tijmen212/Ovis-aries-BET-pipeline,load_img,1,0.10.4,notebook
Tijmen212/Ovis-aries-BET-pipeline,index_img,1,0.10.4,notebook
catcamacho/child_cortex,NiftiMasker,5,,notebook
catcamacho/child_cortex,apply_mask,1,,notebook
catcamacho/child_cortex,unmask,3,,notebook
catcamacho/child_cortex,index_img,1,,notebook
catcamacho/child_cortex,SearchLight,1,,notebook
catcamacho/child_cortex,load_img,1,,notebook
catcamacho/child_cortex,plot_anat,1,,notebook
catcamacho/child_cortex,cm,1,,notebook
catcamacho/adult_pcasl,plot_anat,8,,mixed
saigerutherford/nm_demographics,fetch_atlas_surf_destrieux,4,,notebook
saigerutherford/nm_demographics,fetch_surf_fsaverage,4,,notebook
saigerutherford/nm_demographics,view_surf,12,,notebook
saigerutherford/nm_demographics,plot_surf_roi,116,,notebook
saigerutherford/neurohackademy2018,plot_stat_map,1,,notebook
GalKepler/neuroflow,plot_roi,1,0.0.0,python
ArmanAfrasiyabi/Samba,glover_hrf,1,0.10.4,python
ArmanAfrasiyabi/Samba,hemodynamic_models,1,0.10.4,python
MauricePasternak/ExploreASL_PyGUI,mean_img,2,0.7.0,python
MauricePasternak/ExploreASL_PyGUI,get_data,4,0.7.0,python
MauricePasternak/ExploreASL_PyGUI,new_img_like,2,0.7.0,python
MauricePasternak/ExploreASL_PyGUI,load_img,7,0.7.0,python
poldracklab/fitlins,load_img,6,0.0.0,mixed
poldracklab/fitlins,new_img_like,3,0.0.0,mixed
poldracklab/fitlins,plot_glass_brain,11,0.0.0,mixed
poldracklab/fitlins,plot_design_matrix,1,0.0.0,mixed
poldracklab/fitlins,plot_surf_stat_map,4,0.0.0,mixed
poldracklab/fitlins,make_first_level_design_matrix,1,0.0.0,mixed
poldracklab/fitlins,design_matrix,1,0.0.0,mixed
poldracklab/fitlins,run_glm,2,0.0.0,mixed
poldracklab/fitlins,first_level,3,0.0.0,mixed
poldracklab/fitlins,FirstLevelModel,1,0.0.0,mixed
poldracklab/fitlins,compute_contrast,2,0.0.0,mixed
poldracklab/fitlins,SecondLevelModel,1,0.0.0,mixed
poldracklab/fitlins,second_level,1,0.0.0,mixed
poldracklab/fitlins,_compute_fixed_effects_params,1,0.0.0,mixed
poldracklab/fitlins,compute_fixed_effects,1,0.0.0,mixed
poldracklab/fitlins,compute_regressor,2,0.0.0,mixed
poldracklab/ISC_hypnotic_suggestions,view_img,9,,mixed
poldracklab/ISC_hypnotic_suggestions,view_img_on_surf,11,,mixed
poldracklab/ISC_hypnotic_suggestions,threshold_stats_img,2,,mixed
poldracklab/ISC_hypnotic_suggestions,plot_stat_map,9,,mixed
poldracklab/ISC_hypnotic_suggestions,plot_roi,7,,mixed
poldracklab/ISC_hypnotic_suggestions,load_mni152_template,1,,mixed
poldracklab/ISC_hypnotic_suggestions,plot_design_matrix,12,,mixed
poldracklab/ISC_hypnotic_suggestions,concat_imgs,3,,mixed
poldracklab/ISC_hypnotic_suggestions,FirstLevelModel,3,,mixed
poldracklab/ISC_hypnotic_suggestions,SecondLevelModel,1,,mixed
poldracklab/ISC_hypnotic_suggestions,plot_glass_brain,1,,mixed
poldracklab/ISC_hypnotic_suggestions,index_img,6,,mixed
poldracklab/ISC_hypnotic_suggestions,binarize_img,2,,mixed
poldracklab/ISC_hypnotic_suggestions,NiftiMasker,2,,mixed
poldracklab/ISC_hypnotic_suggestions,fetch_atlas_schaefer_2018,3,,mixed
poldracklab/ISC_hypnotic_suggestions,MultiNiftiMapsMasker,1,,mixed
poldracklab/ISC_hypnotic_suggestions,NiftiLabelsMasker,2,,mixed
poldracklab/ISC_hypnotic_suggestions,plot_carpet,3,,mixed
poldracklab/ISC_hypnotic_suggestions,make_first_level_design_matrix,4,,mixed
poldracklab/ISC_hypnotic_suggestions,mean_img,3,,mixed
poldracklab/ISC_hypnotic_suggestions,NiftiMapsMasker,1,,mixed
poldracklab/ISC_hypnotic_suggestions,find_parcellation_cut_coords,1,,mixed
poldracklab/ISC_hypnotic_suggestions,resample_to_img,5,,mixed
poldracklab/ISC_hypnotic_suggestions,MultiNiftiLabelsMasker,1,,mixed
poldracklab/ISC_hypnotic_suggestions,NiftiSpheresMasker,1,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,plot_stat_map,7,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,plot_img,2,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,resampling,2,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,_apply_mask_and_get_affinity,2,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,concat_imgs,6,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,new_img_like,6,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,view_img_on_surf,2,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,plot_prob_atlas,4,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,plot_roi,6,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,load_img,7,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,math_img,4,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,plot_glass_brain,3,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,mean_img,6,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,CanICA,2,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,fetch_atlas_smith_2009,2,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,smooth_img,2,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,fetch_atlas_harvard_oxford,1,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,resample_to_img,1,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,apply_mask,1,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,resample_img,1,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,NiftiLabelsMasker,2,,mixed
poldracklab/Self_Regulation_Ontology_fMRI,NiftiMapsMasker,1,,mixed
poldracklab/CNP_task_analysis,plot_stat_map,5,,mixed
poldracklab/CNP_task_analysis,show,7,,mixed
poldracklab/CNP_task_analysis,plot_glass_brain,4,,mixed
poldracklab/CNP_task_analysis,plot_roi,1,,mixed
poldracklab/CNP_task_analysis,resample_to_img,5,,mixed
Kaiyilin/Graduate-Pjt,resample_img,2,0.6.2,python
hrichardsonlab/fmri-analysis,clean_img,1,,python
hrichardsonlab/fmri-analysis,load_img,11,,python
hrichardsonlab/fmri-analysis,new_img_like,6,,python
hrichardsonlab/fmri-analysis,index_img,1,,python
hrichardsonlab/fmri-analysis,concat_imgs,1,,python
hrichardsonlab/fmri-analysis,resample_to_img,4,,python
hrichardsonlab/fmri-analysis,NiftiMasker,1,,python
hrichardsonlab/fmri-analysis,math_img,2,,python
hrichardsonlab/fmri-analysis,fetch_atlas_harvard_oxford,4,,python
carpentries-incubator/SDC-BIDS-dMRI,load_img,4,0.7.0,notebook
carpentries-incubator/SDC-BIDS-dMRI,new_img_like,4,0.7.0,notebook
carpentries-incubator/SDC-BIDS-dMRI,plot_anat,4,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,fetch_icbm152_2009,1,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,plot_anat,21,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,plot_roi,5,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,plot_surf,4,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,fetch_atlas_surf_destrieux,2,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,fetch_surf_fsaverage,2,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,plot_surf_roi,4,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,concat_imgs,4,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,mean_img,4,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,load_mni152_template,1,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,resample_to_img,2,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,math_img,2,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,SecondLevelModel,1,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,threshold_stats_img,2,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,view_img,3,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,plot_stat_map,2,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,fetch_atlas_aal,1,0.7.0,notebook
carpentries-incubator/SDC-BIDS-sMRI,fetch_neurovault_motor_task,1,0.7.0,notebook
hypercoil/hypercoil,_form_symmetric,3,0.0.0,python
hypercoil/hypercoil,_map_eigenvalues,1,0.0.0,python
hypercoil/hypercoil,_geometric_mean,1,0.0.0,python
hypercoil/hypercoil,NiftiLabelsMasker,1,0.0.0,python
hypercoil/hypercoil,NiftiMapsMasker,1,0.0.0,python
clin045/dvc_tutorial,concat_imgs,1,,notebook
clin045/dvc_tutorial,load_mni152_brain_mask,1,,notebook
clin045/dvc_tutorial,coord_transform,1,,notebook
clin045/dvc_tutorial,new_img_like,1,,notebook
TrevorKMDay/gtown_tools,__version__,1,,python
TrevorKMDay/gtown_tools,first_level_from_bids,1,,python
TrevorKMDay/gtown_tools,save_glm_to_bids,2,,python
TrevorKMDay/gtown_tools,SecondLevelModel,2,,python
TrevorKMDay/gtown_tools,resample_to_img,1,,python
thinkingg/tedana,check_niimg,5,0.0.0,python
thinkingg/tedana,compute_epi_mask,1,0.0.0,python
thinkingg/tedana,new_img_like,1,0.0.0,python
CodeGoat24/PLSNet,ConnectivityMeasure,8,,python
CodeGoat24/RGTNet,fetch_abide_pcp,1,,python
CodeGoat24/RGTNet,ConnectivityMeasure,4,,python
costantinoai/foveal-feedback-2025,make_first_level_design_matrix,1,0.0.0,python
methodes-cogneuro/methodes-cogneuro.github.io,fetch_oasis_vbm,1,0.8.0,notebook
methodes-cogneuro/methodes-cogneuro.github.io,NiftiSpheresMasker,1,0.8.0,notebook
methodes-cogneuro/methodes-cogneuro.github.io,plot_anat,1,0.8.0,notebook
methodes-cogneuro/methodes-cogneuro.github.io,make_second_level_design_matrix,3,0.8.0,notebook
methodes-cogneuro/methodes-cogneuro.github.io,SecondLevelModel,3,0.8.0,notebook
methodes-cogneuro/methodes-cogneuro.github.io,plot_stat_map,15,0.8.0,notebook
methodes-cogneuro/methodes-cogneuro.github.io,plot_design_matrix,1,0.8.0,notebook
methodes-cogneuro/methodes-cogneuro.github.io,math_img,2,0.8.0,notebook
methodes-cogneuro/methodes-cogneuro.github.io,threshold_stats_img,2,0.8.0,notebook
athon2/BraTS2018_NvNet,crop_img_to,2,,python
athon2/BraTS2018_NvNet,reorder_img,1,,python
athon2/BraTS2018_NvNet,new_img_like,8,,python
athon2/BraTS2018_NvNet,crop_img,2,,python
athon2/BraTS2018_NvNet,check_niimg,1,,python
athon2/BraTS2018_NvNet,_crop_img_to,1,,python
athon2/BraTS2018_NvNet,resample_to_img,2,,python
TomMaullin/Nilearn2023,fetch_localizer_contrasts,1,,notebook
TomMaullin/Nilearn2023,smooth_img,1,,notebook
TomMaullin/Nilearn2023,MNI152_FILE_PATH,2,,notebook
TomMaullin/Nilearn2023,plot_img,2,,notebook
TomMaullin/Nilearn2023,plot_glass_brain,4,,notebook
TomMaullin/Nilearn2023,plot_design_matrix,3,,notebook
TomMaullin/Nilearn2023,SecondLevelModel,1,,notebook
TomMaullin/Nilearn2023,threshold_stats_img,5,,notebook
TomMaullin/Nilearn2023,show,3,,notebook
TomMaullin/Nilearn2023,get_data,1,,notebook
TomMaullin/Nilearn2023,math_img,1,,notebook
TomMaullin/Nilearn2023,non_parametric_inference,1,,notebook
TomMaullin/Nilearn2023,fetch_spm_auditory,1,,notebook
TomMaullin/Nilearn2023,plot_anat,1,,notebook
TomMaullin/Nilearn2023,mean_img,14,,notebook
TomMaullin/Nilearn2023,FirstLevelModel,1,,notebook
TomMaullin/Nilearn2023,concat_imgs,1,,notebook
TomMaullin/Nilearn2023,plot_contrast_matrix,2,,notebook
TomMaullin/Nilearn2023,plot_stat_map,11,,notebook
TomMaullin/Nilearn2023,get_clusters_table,1,,notebook
nox-lab/painTSL_NatComms_2022,threshold_stats_img,42,0.7.0,mixed
nox-lab/painTSL_NatComms_2022,get_clusters_table,26,0.7.0,mixed
nox-lab/painTSL_NatComms_2022,mean_img,2,0.7.0,mixed
nox-lab/painTSL_NatComms_2022,cm,10,0.7.0,mixed
nox-lab/painTSL_NatComms_2022,plot_stat_map,7,0.7.0,mixed
tmagadza/partialDepthwiseNet,new_img_like,15,,python
tmagadza/partialDepthwiseNet,get_background_values,1,,python
tmagadza/partialDepthwiseNet,resample_to_img,9,,python
tmagadza/partialDepthwiseNet,BoundingBoxError,2,,python
tmagadza/partialDepthwiseNet,smooth_img,1,,python
tmagadza/partialDepthwiseNet,reorder_img,3,,python
tmagadza/partialDepthwiseNet,crop_img,1,,python
tmagadza/partialDepthwiseNet,check_niimg,1,,python
tmagadza/partialDepthwiseNet,_crop_img_to,1,,python
tmagadza/partialDepthwiseNet,get_bounds,1,,python
kikibeekman/PFS---Home-Assignment,plot_stat_map,2,,notebook
kikibeekman/PFS---Home-Assignment,show,1,,notebook
PeerHerholz/workshop_Newark,resample_to_img,6,0.0.0,notebook
PeerHerholz/workshop_Newark,math_img,7,0.0.0,notebook
PeerHerholz/workshop_Newark,plot_roi,5,0.0.0,notebook
PeerHerholz/workshop_Newark,NiftiMasker,1,0.0.0,notebook
PeerHerholz/workshop_Newark,plot_stat_map,16,0.0.0,notebook
PeerHerholz/workshop_Newark,index_img,2,0.0.0,notebook
PeerHerholz/workshop_Newark,SpaceNetClassifier,1,0.0.0,notebook
PeerHerholz/workshop_Newark,plot_glass_brain,4,0.0.0,notebook
PeerHerholz/workshop_Newark,SearchLight,1,0.0.0,notebook
PeerHerholz/workshop_Newark,new_img_like,2,0.0.0,notebook
PeerHerholz/workshop_Newark,plot_anat,18,0.0.0,notebook
PeerHerholz/workshop_Newark,mean_img,22,0.0.0,notebook
PeerHerholz/workshop_Newark,resample_img,1,0.0.0,notebook
PeerHerholz/workshop_Newark,crop_img,3,0.0.0,notebook
PeerHerholz/workshop_Newark,plot_img,1,0.0.0,notebook
PeerHerholz/workshop_Newark,fetch_atlas_basc_multiscale_2015,2,0.0.0,notebook
PeerHerholz/workshop_Newark,NiftiLabelsMasker,2,0.0.0,notebook
PeerHerholz/workshop_Newark,ConnectivityMeasure,2,0.0.0,notebook
PeerHerholz/workshop_Newark,plot_matrix,2,0.0.0,notebook
PeerHerholz/workshop_Newark,find_parcellation_cut_coords,1,0.0.0,notebook
PeerHerholz/workshop_Newark,plot_connectome,2,0.0.0,notebook
PeerHerholz/workshop_Newark,view_connectome,1,0.0.0,notebook
PeerHerholz/workshop_Newark,load_img,2,0.0.0,notebook
PeerHerholz/workshop_Newark,view_img,2,0.0.0,notebook
PeerHerholz/workshop_Newark,smooth_img,1,0.0.0,notebook
PeerHerholz/workshop_Newark,plot_epi,2,0.0.0,notebook
PeerHerholz/workshop_Newark,clean_img,3,0.0.0,notebook
PeerHerholz/workshop_Newark,threshold_img,1,0.0.0,notebook
PeerHerholz/workshop_Newark,connected_regions,1,0.0.0,notebook
PeerHerholz/workshop_Newark,apply_mask,1,0.0.0,notebook
PeerHerholz/workshop_Newark,unmask,1,0.0.0,notebook
PeerHerholz/workshop_Newark,CanICA,1,0.0.0,notebook
PeerHerholz/workshop_Newark,iter_img,2,0.0.0,notebook
PeerHerholz/workshop_Newark,DictLearning,1,0.0.0,notebook
PeerHerholz/workshop_Newark,vol_to_surf,1,0.0.0,notebook
PeerHerholz/workshop_Newark,plot_surf_stat_map,2,0.0.0,notebook
PeerHerholz/workshop_Newark,show,2,0.0.0,notebook
PeerHerholz/workshop_Newark,view_img_on_surf,1,0.0.0,notebook
PeerHerholz/workshop_marburg,resample_to_img,6,0.0.0,notebook
PeerHerholz/workshop_marburg,math_img,7,0.0.0,notebook
PeerHerholz/workshop_marburg,plot_roi,5,0.0.0,notebook
PeerHerholz/workshop_marburg,NiftiMasker,1,0.0.0,notebook
PeerHerholz/workshop_marburg,plot_stat_map,16,0.0.0,notebook
PeerHerholz/workshop_marburg,index_img,2,0.0.0,notebook
PeerHerholz/workshop_marburg,SpaceNetClassifier,1,0.0.0,notebook
PeerHerholz/workshop_marburg,plot_glass_brain,4,0.0.0,notebook
PeerHerholz/workshop_marburg,SearchLight,1,0.0.0,notebook
PeerHerholz/workshop_marburg,new_img_like,2,0.0.0,notebook
PeerHerholz/workshop_marburg,plot_anat,18,0.0.0,notebook
PeerHerholz/workshop_marburg,mean_img,22,0.0.0,notebook
PeerHerholz/workshop_marburg,resample_img,1,0.0.0,notebook
PeerHerholz/workshop_marburg,crop_img,3,0.0.0,notebook
PeerHerholz/workshop_marburg,plot_img,1,0.0.0,notebook
PeerHerholz/workshop_marburg,fetch_atlas_basc_multiscale_2015,2,0.0.0,notebook
PeerHerholz/workshop_marburg,NiftiLabelsMasker,2,0.0.0,notebook
PeerHerholz/workshop_marburg,ConnectivityMeasure,2,0.0.0,notebook
PeerHerholz/workshop_marburg,plot_matrix,2,0.0.0,notebook
PeerHerholz/workshop_marburg,find_parcellation_cut_coords,1,0.0.0,notebook
PeerHerholz/workshop_marburg,plot_connectome,2,0.0.0,notebook
PeerHerholz/workshop_marburg,view_connectome,1,0.0.0,notebook
PeerHerholz/workshop_marburg,load_img,2,0.0.0,notebook
PeerHerholz/workshop_marburg,view_img,2,0.0.0,notebook
PeerHerholz/workshop_marburg,smooth_img,1,0.0.0,notebook
PeerHerholz/workshop_marburg,plot_epi,2,0.0.0,notebook
PeerHerholz/workshop_marburg,clean_img,3,0.0.0,notebook
PeerHerholz/workshop_marburg,threshold_img,1,0.0.0,notebook
PeerHerholz/workshop_marburg,connected_regions,1,0.0.0,notebook
PeerHerholz/workshop_marburg,apply_mask,1,0.0.0,notebook
PeerHerholz/workshop_marburg,unmask,1,0.0.0,notebook
PeerHerholz/workshop_marburg,CanICA,1,0.0.0,notebook
