name,last_commit,versions,extracted_version,import_counts,function_counts,n_python_file,n_notebook,has_version,has_imports,use_imports,include,user,repo,content,duplicated_repo
Vigu93/sarcasm-transformers,2022-06-01,[],n/a,n/a,n/a,0,0,False,False,False,False,Vigu93,sarcasm-transformers,mixed,False
muhikp/pourmajidian_metabolism-genes,2025-03-31,[],n/a,{'datasets': 8},{'fetch_atlas_schaefer_2018': 6},8,0,False,True,True,True,muhikp,pourmajidian_metabolism-genes,python,False
Gokul-A-S/autism-spectrum-disorder-detection,2024-08-11,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",n/a,{'connectome': 2},"{'ConnectivityMeasure': 2, 'sym_matrix_to_vec': 3}",1,1,False,True,True,True,Gokul-A-S,autism-spectrum-disorder-detection,mixed,False
PuddleJumper2018/rsa-tutorial,2022-09-26,[],n/a,"{'image': 6, 'plotting': 3, 'datasets': 2, 'glm': 4, 'masking': 2, 'reporting': 2}","{'new_img_like': 2, 'plot_stat_map': 8, 'plotting': 15, 'SecondLevelModel': 2, 'show': 4, 'threshold_stats_img': 3, 'get_clusters_table': 2, 'view_img': 3}",1,2,False,True,True,True,PuddleJumper2018,rsa-tutorial,mixed,False
compneurobilbao/asd-subtyping-enrichment,2023-08-10,[],n/a,"{'image': 7, 'plotting': 4, 'datasets': 3}","{'fetch_atlas_schaefer_2018': 1, 'index_img': 3, 'load_img': 4, 'load_mni152_template': 3, 'resample_to_img': 4, 'new_img_like': 4, 'plot_img': 4, 'image': 7, 'plotting': 3}",2,2,False,True,True,True,compneurobilbao,asd-subtyping-enrichment,mixed,False
compneurobilbao/ruber,2018-05-21,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",n/a,"{'connectome': 4, 'plotting': 6, 'input_data': 3, 'image': 16, 'canica': 1, 'plot': 1, 'masking': 1, '_utils': 2, 'decomposition': 1}","{'ConnectivityMeasure': 3, 'plot_glass_brain': 1, 'plotting': 6, 'resample_img': 4, 'NiftiLabelsMasker': 4, 'load_img': 5, 'image': 15, 'intersect_masks': 1, '_fast_smooth_array': 1, 'check_niimg': 1, 'new_img_like': 3, 'plot_prob_atlas': 1, 'iter_img': 2, 'plot_stat_map': 4, 'find_cut_slices': 2, 'CanICA': 1, 'DictLearning': 1, 'concat_imgs': 3, 'NiftiMapsMasker': 1, 'math_img': 1, 'resample_to_img': 1, 'check_niimg_3d': 1, 'mean_img': 1, 'smooth_img': 1}",13,0,False,True,True,True,compneurobilbao,ruber,python,False
compneurobilbao/bha2,2024-03-25,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.0\n', 'extracted_version': '0.10.0'}, {'file': 'utils/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.10.0,"{'plotting': 4, 'image': 1}","{'plot_glass_brain': 6, 'plotting': 7, 'plot_anat': 1}",0,4,True,True,True,True,compneurobilbao,bha2,notebook,False
birajstha/niwarp-dev,2025-01-03,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0.10.4,{'plotting': 4},{'plot_anat': 17},2,2,True,True,True,True,birajstha,niwarp-dev,mixed,False
RX-Larry/FIT3161_MA_6,2021-12-11,[],n/a,"{'decomposition': 1, 'plotting': 2, 'input_data': 1, 'connectome': 2, 'datasets': 1}","{'CanICA': 1, 'decomposition': 1, 'NiftiMapsMasker': 1, 'input_data': 1, 'ConnectivityMeasure': 2, 'plot_matrix': 1, 'plotting': 3, 'find_probabilistic_atlas_cut_coords': 1, 'plot_connectome': 1, 'fetch_abide_pcp': 1}",4,0,False,True,True,True,RX-Larry,FIT3161_MA_6,python,False
GaelVaroquaux/tmp_viz,2014-06-16,[],n/a,"{'_utils': 3, 'image': 2}","{'largest_connected_component': 2, 'get_bounds': 3, 'skip_if_running_nose': 2, 'reorder_img': 2}",3,0,False,True,True,True,GaelVaroquaux,tmp_viz,python,False
Matthew-ymz/Code-for-Finding-emergence-in-data-5.2,2025-03-25,"[{'file': 'environment.yml', 'version': '      - nilearn==0.10.0\n', 'extracted_version': '0.10.0'}]",0.10.0,n/a,n/a,0,0,True,False,False,True,Matthew-ymz,Code-for-Finding-emergence-in-data-5.2,mixed,False
mehdidc/skminilearn,2018-11-10,"[{'file': 'setup.py', 'version': 'description = ""skminilearn""\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,mehdidc,skminilearn,mixed,False
jbdenniso/New_MVPA_With_Sally,2019-09-03,[],n/a,n/a,n/a,0,0,False,False,False,False,jbdenniso,New_MVPA_With_Sally,mixed,False
GusStgoReyes/stgnnbrain,2024-12-13,[],n/a,n/a,n/a,0,0,False,False,False,False,GusStgoReyes,stgnnbrain,mixed,True
ribeiro-lab/2022-muench-sezatlas,2022-04-09,[],n/a,"{'plotting': 2, 'image': 2, 'regions': 2, 'input_data': 1, 'decomposition': 1}","{'RegionExtractor': 1, 'CanICA': 1}",2,0,False,True,True,True,ribeiro-lab,2022-muench-sezatlas,python,False
daelsaid/scsnl_export_results_and_visualization,2020-01-18,[],n/a,"{'plotting': 3, 'datasets': 2, 'image': 2}","{'math_img': 2, 'image': 2, 'plot_glass_brain': 2, 'plot_stat_map': 3, 'plotting': 2}",0,1,False,True,True,True,daelsaid,scsnl_export_results_and_visualization,notebook,False
niusida/delici,2025-02-26,[],n/a,"{'plotting': 1, 'image': 1, 'input_data': 1}","{'image': 1, 'nilearn': 1, 'NiftiMasker': 1, 'plot_roi': 1, 'plotting': 1}",1,0,False,True,True,True,niusida,delici,python,False
AdamMKaminski/unitary-executive-control,2024-04-11,[],n/a,"{'plotting': 1, 'connectome': 1}",{'ConnectivityMeasure': 1},0,2,False,True,True,True,AdamMKaminski,unitary-executive-control,notebook,False
AICONSlab/pythondeps-snakedwi,2023-02-11,"[{'file': 'pyproject.toml', 'version': '^0.9.1', 'extracted_version': '0.9.1'}, {'file': 'poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",several_versions_detected,n/a,n/a,0,0,True,False,False,True,AICONSlab,pythondeps-snakedwi,mixed,False
AICONSlab/HippMapp3r,2024-10-10,"[{'file': 'requirements.txt', 'version': 'nilearn==0.4.0\n', 'extracted_version': '0.4.0'}, {'file': 'docs/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': ""        'nibabel', 'nipype', 'argparse', 'argcomplete', 'joblib', 'keras==2.1.2', 'nilearn', 'scikit-learn',\n"", 'extracted_version': '0.0.0'}, {'file': 'environment.yml', 'version': None, 'extracted_version': None}]",several_versions_detected,{'image': 3},"{'new_img_like': 2, 'reorder_img': 1, 'largest_connected_component_img': 2, 'math_img': 4, 'resample_to_img': 2}",2,0,True,True,True,True,AICONSlab,HippMapp3r,python,False
AICONSlab/HyperMapp3r,2024-10-04,"[{'file': 'requirements.txt', 'version': 'nilearn==0.4.0\n', 'extracted_version': '0.4.0'}, {'file': 'docs/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': ""    install_requires=['nibabel', 'nipype', 'argparse', 'argcomplete', 'joblib', 'keras==2.1.2', 'nilearn', 'scikit-learn',\n"", 'extracted_version': '0.0.0'}]",several_versions_detected,{'image': 2},"{'new_img_like': 1, 'math_img': 2, 'resample_to_img': 1}",2,0,True,True,True,True,AICONSlab,HyperMapp3r,python,False
neurodata/m2g,2024-04-13,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.0\n', 'extracted_version': '0.10.0'}, {'file': 'docs/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",several_versions_detected,"{'image': 3, 'plotting': 3}","{'load_img': 5, 'math_img': 5, '_edge_map': 4, 'mean_img': 1, 'resample_img': 1, 'image': 1}",5,1,True,True,True,True,neurodata,m2g,mixed,False
GSTT-CSC/TotalSegmentator-AIDE,2024-02-13,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.0\n', 'extracted_version': '0.10.0'}]",0.10.0,n/a,n/a,0,0,True,False,False,True,GSTT-CSC,TotalSegmentator-AIDE,mixed,False
gurraburra/cvr-analysis,2025-03-28,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 8, 'masking': 4, 'glm': 6, 'signal': 3, 'maskers': 7}","{'load_img': 18, 'image': 31, 'resample_img': 2, 'resample_to_img': 5, 'intersect_masks': 1, 'masking': 3, 'math_img': 4, 'first_level': 5, 'glm': 5, 'apply_mask': 1, 'unmask': 1, 'clean': 8, 'signal': 8, 'NiftiMasker': 6, 'maskers': 10, 'NiftiLabelsMasker': 4, 'new_img_like': 2, 'compute_epi_mask': 1}",18,0,True,True,True,True,gurraburra,cvr-analysis,python,False
sensein/nobrainer_scripts,2021-05-24,"[{'file': 'environment.yml', 'version': '    - nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,n/a,n/a,0,0,True,False,False,True,sensein,nobrainer_scripts,mixed,False
sensein/speaker_identity_perception,2023-03-21,[],n/a,"{'image': 3, 'plotting': 3}","{'load_img': 5, 'image': 5, 'signal': 1, 'nilearn': 1, 'view_surf': 5, 'plotting': 5}",2,1,False,True,True,True,sensein,speaker_identity_perception,mixed,False
MEG-SPIKES/megspikes,2024-11-11,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.0\n', 'extracted_version': '0.9.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.9.0,{'plotting': 4},"{'plot_glass_brain': 4, 'plotting': 4}",1,3,True,True,True,True,MEG-SPIKES,megspikes,mixed,False
alvarengazv/eeg-analysis-with-graphs,2025-02-10,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'full = [""antio (>=0.5.0)"", ""darkdetect"", ""defusedxml"", ""dipy"", ""edfio (>=0.2.1)"", ""eeglabio"", ""h5io (>=0.2.4)"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipython (!=8.7.0)"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""neo"", ""nibabel"", ""nilearn"", ""numba"", ""openmeeg (>=2.5.5)"", ""pandas"", ""pillow"", ""pyarrow"", ""pybv"", ""pymatreader"", ""pyobjc-framework-cocoa (>=5.2.0)"", ""pyqt6 (!=6.6.0)"", ""pyqt6-qt6 (!=6.6.0,!=6.7.0)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle (!=3.2.2)"", ""qtpy"", ""scikit-learn"", ""sip"", ""snirf"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk (>=9.2)"", ""xlrd""]\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,alvarengazv,eeg-analysis-with-graphs,mixed,False
isarbela/SPCA-NLM,2024-12-30,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0.10.4,n/a,n/a,0,0,True,False,False,True,isarbela,SPCA-NLM,mixed,False
RhysSullivan/supabase-hackathon,2024-11-25,"[{'file': 'python_scraper/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'python_scraper/poetry.lock', 'version': 'all = [""GitPython"", ""black"", ""coverage (>=5.2.1)"", ""datalad"", ""dipy"", ""duecredit"", ""fuzzywuzzy"", ""ipython"", ""matplotlib"", ""nbsphinx"", ""nilearn"", ""nipy"", ""nitime"", ""pandas (>=1.5.0)"", ""paramiko"", ""psutil (>=5.0)"", ""pybids (>=0.7.0)"", ""pytest (>=6)"", ""pytest-cov (>=2.11)"", ""pytest-doctestplus"", ""pytest-env"", ""pytest-timeout (>=1.4)"", ""pytest-xdist (>=2.5)"", ""sphinx (>=2.1.2)"", ""sphinx (>=7)"", ""sphinx-argparse"", ""sphinxcontrib-apidoc"", ""xvfbwrapper""]\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,RhysSullivan,supabase-hackathon,mixed,False
sumanthpk/Non-Uniformity-Correction-in-MRIs,2019-12-15,[],n/a,n/a,n/a,0,0,False,False,False,False,sumanthpk,Non-Uniformity-Correction-in-MRIs,mixed,False
aryamccarthy/color-survey,2018-10-31,"[{'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,aryamccarthy,color-survey,mixed,False
edickie/nibabel_nilearn_tutorial,2018-06-11,[],n/a,"{'datasets': 4, 'plotting': 6, 'image': 2, 'input_data': 3, 'connectome': 2}","{'fetch_adhd': 1, 'datasets': 4, 'plot_roi': 6, 'plotting': 13, 'mean_img': 1, 'image': 4, 'plot_epi': 1, 'resample_to_img': 2, 'plot_glass_brain': 2, 'plot_stat_map': 2, 'fetch_coords_dosenbach_2010': 2, 'NiftiSpheresMasker': 3, 'input_data': 3, 'ConnectivityMeasure': 3, 'plot_connectome': 2, 'clean_img': 1, 'fetch_abide_pcp': 1}",0,2,False,True,True,True,edickie,nibabel_nilearn_tutorial,notebook,False
bhurtyalkritan/HackDuke,2025-02-09,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'datasets': 2, 'image': 2, 'masking': 1, 'plotting': 1, 'decoding': 1}","{'fetch_atlas_harvard_oxford': 1, 'datasets': 2, 'compute_brain_mask': 1, 'math_img': 1, 'image': 2, 'resample_to_img': 1, 'fetch_haxby': 1, 'mean_img': 1, 'view_img': 2, 'plotting': 3, 'plot_roi': 1, 'index_img': 5, 'Decoder': 6, 'decoding': 6}",3,0,True,True,True,True,bhurtyalkritan,HackDuke,python,False
Epideixx/Fingerprints_Twins,2025-03-14,[],n/a,{'datasets': 2},"{'fetch_atlas_schaefer_2018': 1, 'fetch_atlas_destrieux_2009': 2}",0,1,False,True,True,True,Epideixx,Fingerprints_Twins,notebook,False
individual-brain-charting/public_analysis_code,2025-03-24,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}]",n/a,"{'masking': 7, 'image': 40, 'glm': 6, 'reporting': 1, 'plotting': 42, 'datasets': 26, 'input_data': 26, 'surface': 10, 'mass_univariate': 1, 'regions': 5, 'decomposition': 2, 'connectome': 11, 'maskers': 6}","{'FirstLevelModel': 1, 'index_img': 4, 'run_glm': 1, 'compute_contrast': 1, 'compute_multi_epi_mask': 1, 'make_first_level_design_matrix': 2, 'high_variance_confounds': 6, 'check_design_matrix': 1, 'make_glm_report': 1, 'plot_stat_map': 27, 'mean_img': 18, 'resample_img': 2, 'new_img_like': 7, 'view_img': 7, 'plotting': 56, 'plot_img': 1, 'compute_brain_mask': 3, 'intersect_masks': 8, 'math_img': 29, 'compute_epi_mask': 10, 'compute_background_mask': 3, 'resample_to_img': 5, 'fetch_surf_fsaverage': 11, 'datasets': 20, 'view_surf': 6, 'plot_surf': 2, 'show': 2, 'load_surf_mesh': 3, 'fdr_threshold': 2, 'NiftiMasker': 35, 'plot_surf_stat_map': 25, 'smooth_img': 4, 'permuted_ols': 1, 'load_surf_data': 8, 'plot_prob_atlas': 6, 'Parcellations': 5, 'vol_to_surf': 9, 'DictLearning': 2, 'alpha_cmap': 1, 'cm': 18, 'plot_glass_brain': 6, 'plot_roi': 4, 'plot_surf_roi': 2, 'fetch_neurovault': 1, 'Contains': 2, 'neurovault': 2, 'plot_epi': 2, 'load_img': 2, 'NiftiLabelsMasker': 6, 'find_xyz_cut_coords': 1, 'surface': 1, 'concat_imgs': 1, 'sym_matrix_to_vec': 8, 'vec_to_sym_matrix': 8, 'fetch_atlas_schaefer_2018': 17, 'fetch_icbm152_2009': 1, 'plot_connectome': 2, 'view_connectome': 2, 'image': 1, 'view_img_on_surf': 1, 'ConnectivityMeasure': 3, 'GroupSparseCovarianceCV': 1}",66,0,False,True,True,True,individual-brain-charting,public_analysis_code,python,False
individual-brain-charting/connectivity,2024-12-19,[],n/a,"{'maskers': 6, 'connectome': 13, 'image': 8, 'datasets': 24, 'plotting': 4}","{'NiftiMasker': 1, 'vec_to_sym_matrix': 8, 'NiftiLabelsMasker': 5, 'high_variance_confounds': 4, 'sym_matrix_to_vec': 8, 'fetch_atlas_schaefer_2018': 15, 'datasets': 16, 'fetch_icbm152_2009': 1, 'mean_img': 1, 'image': 1, 'view_img_on_surf': 1, 'plot_connectome': 1, 'view_connectome': 1, 'plot_glass_brain': 1, 'index_img': 2, 'load_img': 1, 'ConnectivityMeasure': 3, 'GroupSparseCovarianceCV': 1}",31,0,False,True,True,True,individual-brain-charting,connectivity,python,False
individual-brain-charting/api,2025-03-25,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}]",n/a,{'plotting': 1},{'plot_stat_map': 1},0,1,False,True,True,True,individual-brain-charting,api,notebook,False
BastienCagna/MRI-Design-Optimizer,2017-04-14,[],n/a,"{'plotting': 3, 'decoding': 2, 'image': 1}","{'plot_roi': 1, 'SearchLight': 1, 'concat_imgs': 1, 'index_img': 1, 'new_img_like': 1, 'plot_stat_map': 1, 'plotting': 2, 'show': 1}",5,0,False,True,True,True,BastienCagna,MRI-Design-Optimizer,python,False
neuropoly/totalspineseg,2025-03-11,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,neuropoly,totalspineseg,mixed,False
GBM-images-research/Swin_transformer_UPennGBM,2025-04-05,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.1\n', 'extracted_version': '0.10.1'}, {'file': 'pyproject.toml', 'version': '^0.10.1', 'extracted_version': '0.10.1'}, {'file': 'poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",several_versions_detected,{'plotting': 1},n/a,1,0,True,True,False,True,GBM-images-research,Swin_transformer_UPennGBM,python,False
derEitel/nitorch,2022-05-25,[],n/a,{'image': 2},"{'resample_img': 1, 'new_img_like': 1, 'image': 1}",2,0,False,True,True,True,derEitel,nitorch,python,False
amrka/Diffusion_MRI_Analysis,2021-04-19,[],n/a,{'image': 4},{'smooth_img': 4},4,0,False,True,True,True,amrka,Diffusion_MRI_Analysis,python,False
FrancescoMonaco/LFN_Project,2024-02-08,[],n/a,"{'datasets': 3, 'plotting': 3, 'maskers': 2, 'input_data': 2, 'image': 1, 'regions': 1}","{'fetch_atlas_msdl': 1, 'datasets': 5, 'fetch_ds000030_urls': 1, 'select_from_index': 1, 'fetch_openneuro_dataset': 1, 'fetch_atlas_schaefer_2018': 1, 'NiftiLabelsMasker': 1}",2,1,False,True,True,True,FrancescoMonaco,LFN_Project,mixed,False
HenokMekuanint/PDFLIB2,2023-06-13,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'all = [""sphinx-argparse"", ""xvfbwrapper"", ""pybids (>=0.7.0)"", ""sphinx"", ""nitime"", ""pytest-timeout"", ""nbsphinx"", ""psutil (>=5.0)"", ""dipy"", ""coverage (<5)"", ""matplotlib"", ""pytest-cov"", ""pytest-doctestplus"", ""datalad"", ""nipy"", ""duecredit"", ""codecov"", ""nilearn"", ""fuzzywuzzy"", ""paramiko"", ""gitpython"", ""pytest-env"", ""pytest"", ""sphinxcontrib-apidoc"", ""black"", ""ipython"", ""sphinx (>=2.1.2)""]\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,HenokMekuanint,PDFLIB2,mixed,False
jorgedelpozolerida/MicrobleedNet,2025-02-20,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}, {'file': 'data-misc/experiments/pretraining/environment/requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}, {'file': 'data-misc/experiments/valdo/environment/requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}, {'file': 'data-misc/experiments/valdo_researchproject/environment/requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}, {'file': 'data-misc/experiments/no-pretraining/environment/requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}, {'file': 'data-misc/experiments/finetuning/finetune_similar/environment/requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}, {'file': 'data-misc/experiments/evaluate/Apollo/valdo/environment/requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}, {'file': 'data-misc/experiments/evaluate/Apollo/cmb_train/environment/requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}, {'file': 'data-misc/experiments/evaluate/Apollo/CRB/environment/requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}, {'file': 'data-misc/experiments/evaluate/Apollo/cmb_valid/environment/requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}, {'file': 'data-misc/experiments/evaluate/Apollo/DOU/environment/requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}, {'file': 'data-misc/experiments/evaluate/3DUnet_RP/environment/requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",several_versions_detected,{'image': 4},"{'resample_to_img': 5, 'resample_img': 1}",4,0,True,True,True,True,jorgedelpozolerida,MicrobleedNet,python,False
HealthBioscienceIDEAS/TeamCoders_Event_Based_Model,2023-06-16,"[{'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,HealthBioscienceIDEAS,TeamCoders_Event_Based_Model,mixed,False
nistats/nistats.github.io,2020-04-03,[],n/a,"{'plotting': 38, 'datasets': 20, 'surface': 4, 'image': 24, 'input_data': 10, 'masking': 2}","{'plot_glass_brain': 20, 'plotting': 114, 'fetch_localizer_calculation_task': 2, 'datasets': 16, 'plot_stat_map': 66, 'show': 34, 'nilearn': 2, 'vol_to_surf': 8, 'surface': 8, 'plot_surf_stat_map': 8, 'concat_imgs': 8, 'resample_img': 2, 'mean_img': 26, 'fetch_haxby': 2, 'index_img': 2, 'NiftiMasker': 2, 'fetch_surf_fsaverage': 2, 'fetch_localizer_contrasts': 10, 'fetch_oasis_vbm': 2, 'fetch_icbm152_brain_gm_mask': 4, 'resample_to_img': 4, 'fetch_icbm152_2009': 2, 'math_img': 4, 'high_variance_confounds': 2, 'plot_roi': 4, 'image': 8, 'compute_epi_mask': 2, 'masking': 2, 'clean_img': 2, 'smooth_img': 2, 'NiftiSpheresMasker': 4, 'input_data': 2, 'plot_img': 2, 'plot_anat': 2, 'fetch_adhd': 2}",19,19,False,True,True,True,nistats,nistats.github.io,mixed,False
numediart/Attention-EEG,2021-08-13,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}, {'file': 'environment.yml', 'version': '  - nilearn=0.6.2=pyh5ca1d4c_0\n', 'extracted_version': '0.6.2'}]",0.6.2,n/a,n/a,0,0,True,False,False,True,numediart,Attention-EEG,mixed,False
apathanasiadis/Battery-of-Metrics,2024-11-04,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.3\n', 'extracted_version': '0.10.3'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': None, 'extracted_version': None}]",0.10.3,n/a,n/a,0,0,True,False,False,True,apathanasiadis,Battery-of-Metrics,mixed,False
NeuroVault/metanalysis_examples,2018-11-30,"[{'file': 'requirements.txt', 'version': 'nilearn==0.5.0\n', 'extracted_version': '0.5.0'}]",0.5.0,"{'image': 1, 'datasets': 1, 'masking': 1, 'plotting': 1}","{'load_mni152_template': 1, 'load_mni152_brain_mask': 1, 'resample_to_img': 1, 'apply_mask': 1, 'plot_roi': 2, 'math_img': 2}",0,1,True,True,True,True,NeuroVault,metanalysis_examples,notebook,False
osslab-pku/gfi-bot,2023-11-05,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': None, 'extracted_version': None}]",n/a,n/a,n/a,0,0,False,False,False,False,osslab-pku,gfi-bot,mixed,False
gillet-thomas/fMRI2vec,2025-03-19,[],n/a,{'image': 1},{'load_img': 1},1,0,False,True,True,True,gillet-thomas,fMRI2vec,python,False
M83-Yev/MCCA-HA,2024-11-26,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'MA/MA/HA_Haxby/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'MA/MA/Tutorial/functions/requirements.txt', 'version': None, 'extracted_version': None}]",n/a,"{'datasets': 8, 'masking': 8, 'image': 9, 'plotting': 7, 'glm': 2}","{'datasets': 13, 'nilearn': 6, 'apply_mask': 6, 'masking': 7, 'fetch_haxby': 1, 'mean_img': 2, 'image': 9, 'compute_epi_mask': 1, 'plot_epi': 2, 'plot_roi': 4, 'show': 2, 'make_first_level_design_matrix': 2, 'plot_design_matrix': 2, 'fetch_atlas_harvard_oxford': 2, 'plotting': 2, 'resample_to_img': 6, 'load_mni152_template': 2, 'coord_transform': 4, 'load_mni152_gm_template': 2, 'math_img': 4}",9,0,False,True,True,True,M83-Yev,MCCA-HA,python,False
alexlaurence/neurodev_cs_predictive,2021-02-12,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}, {'file': 'environment.yml', 'version': '    - nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,n/a,n/a,0,0,True,False,False,True,alexlaurence,neurodev_cs_predictive,mixed,False
alexlaurence/CLARA,2019-05-08,[],n/a,n/a,n/a,0,0,False,False,False,False,alexlaurence,CLARA,mixed,False
lingcongkong/DeepDOC,2023-12-22,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.1\n', 'extracted_version': '0.9.1'}]",0.9.1,"{'plotting': 1, 'surface': 1, 'datasets': 1}","{'fetch_surf_fsaverage': 1, 'datasets': 2, 'fetch_atlas_surf_destrieux': 1, 'vol_to_surf': 2, 'surface': 2, 'plot_surf_stat_map': 2, 'plotting': 4, 'plot_surf_contours': 2}",1,0,True,True,True,True,lingcongkong,DeepDOC,python,False
Derek-Pang/Clinical-Brain-Imaging-Multi-class-Classification-and-Interpretation,2019-11-20,[],n/a,n/a,n/a,0,0,False,False,False,False,Derek-Pang,Clinical-Brain-Imaging-Multi-class-Classification-and-Interpretation,mixed,True
kirito878/ML-Final-project,2023-01-10,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.2\n', 'extracted_version': '0.9.2'}]",0.9.2,n/a,n/a,0,0,True,False,False,True,kirito878,ML-Final-project,mixed,False
CJG1410/Heart-Failure-Prediction,2023-10-25,"[{'file': 'environment.yml', 'version': '    - nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,n/a,n/a,0,0,True,False,False,True,CJG1410,Heart-Failure-Prediction,mixed,False
